X,Y,PROVINCIA,NEW_NCART,SIMBC,TIPO_UC,LIMIT_PPAL,LIMIT_SECU,LIMIT_TERC,IND_PROD,PORC_SUE1,POSI_SUE1,ORDEN_SUE1,GGRUP_SUE1,SGRUP_SUE1,TEXT_SUPS1,TEXT_BS1,DRENAJE_S1,PROFUND_S1,ALCALIN_S1,PORC_PENS1,ERHIDR_S1,EREOLI_S1,ROCOS_S1,ANEGAB_S1,PORC_SUE2,POSI_SUE2,ORDEN_SUE2,GGRUP_SUE2,SGRUP_SUE2,PORC_SUE3,POSI_SUE3,ORDEN_SUE3,GGRUP_SUE3,SGRUP_SUE3,OGC_FID,AREA,PERIMETER
-62.1397231954839,-37.9104147331673,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2761.00000,0.003669,0.423325
-61.921910007372,-37.9186215911842,BUENOS AIRES,1161.00000,MJtc-6,Asociacion,Prof.Efectiva somera,Pedregosidad,-,36.00000,50.00000,Pendiente,Molisoles,Hapludoles,Hapludoles tipico,Franca,Franca,Bien drenado,100.00000,No sodico,0.00000,-,Moderada,-,-,30.00000,Planicie arenosa,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Loma,Molisoles,Hapludoles,Hapludoles litico,2766.00000,0.004245,0.435664
-62.1865913165172,-37.9758314271948,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2781.00000,0.002124,0.259083
-62.1143332246521,-37.9659826682561,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2789.00000,0.000224,0.060234
-61.6429879466142,-37.9794388960342,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2792.00000,0.000482,0.104656
-62.1462099076843,-38.037312158472,BUENOS AIRES,1100.00000,MItc-33,Asociacion,Prof.Efectiva somera,Pedregosidad,-,65.00000,50.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Planicie,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Loma,Molisoles,Hapludoles,Hapludoles petrocalcico,2796.00000,0.008839,0.940091
-62.1362930592005,-38.0040522965251,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2798.00000,0.001474,0.183982
-61.5175267668777,-38.0552544573222,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2804.00000,0.001498,0.237639
-62.3690904702294,-38.0199452031762,BUENOS AIRES,50015.00000,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,2806.00000,0.000236,0.070386
-61.9313744598394,-38.0720886223441,BUENOS AIRES,1088.00000,MItc-22,Asociacion,Suscep eros hidrica,-,-,52.00000,50.00000,Pendiente,Molisoles,Hapludoles,Hapludoles tipico,Franca,Franca,Bien drenado,100.00000,No sodico,0.00000,-,Moderada,-,-,50.00000,Valle,Molisoles,Argiudoles,Argiudoles tipico,0.00000,,,,,2822.00000,0.001192,0.234875
-62.1821285935536,-38.1231670350647,BUENOS AIRES,1099.00000,MItc-32,Asociacion,Prof.Efectiva somera,Suscep eros hidrica,-,55.00000,50.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Afloramiento rocoso,Molisoles,Hapludoles,Hapludoles petrocalcico,2824.00000,0.018103,1.768196
-62.1603444646554,-38.0833988682892,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2827.00000,0.002206,0.316436
-61.5865377786672,-38.1801680428725,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2828.00000,0.038359,2.733063
-62.4097112313978,-38.066583245528,BUENOS AIRES,50015.00000,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,2829.00000,0.000179,0.059411
-62.1001059037245,-38.0918445329897,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2837.00000,0.000159,0.051058
-62.089488026844,-38.1137386297567,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2850.00000,0.000118,0.045652
-62.1188250184255,-38.1317650859544,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2853.00000,0.000433,0.090554
-61.8885320463353,-38.1326697636079,BUENOS AIRES,1088.00000,MItc-22,Asociacion,Suscep eros hidrica,-,-,52.00000,50.00000,Pendiente,Molisoles,Hapludoles,Hapludoles tipico,Franca,Franca,Bien drenado,100.00000,No sodico,0.00000,-,Moderada,-,-,50.00000,Valle,Molisoles,Argiudoles,Argiudoles tipico,0.00000,,,,,2855.00000,0.000539,0.134496
-62.0704521500068,-38.4185938268027,BUENOS AIRES,1191.00000,MNtc-17,Asociacion,Prof.Efectiva somera,-,-,33.00000,50.00000,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franco arcillosa,Franco arcillosa,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Argiustoles,Argiustoles tipico,20.00000,Planicie,Molisoles,Haplustoles,Haplustoles tipico,2858.00000,0.102600,4.365161
-61.8742046755377,-38.1568860934779,BUENOS AIRES,1088.00000,MItc-22,Asociacion,Suscep eros hidrica,-,-,52.00000,50.00000,Pendiente,Molisoles,Hapludoles,Hapludoles tipico,Franca,Franca,Bien drenado,100.00000,No sodico,0.00000,-,Moderada,-,-,50.00000,Valle,Molisoles,Argiudoles,Argiudoles tipico,0.00000,,,,,2859.00000,0.001287,0.201126
-62.0244313155641,-38.1597311396411,BUENOS AIRES,1099.00000,MItc-32,Asociacion,Prof.Efectiva somera,Suscep eros hidrica,-,55.00000,50.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Afloramiento rocoso,Molisoles,Hapludoles,Hapludoles petrocalcico,2862.00000,0.001657,0.191568
-61.7340713299924,-38.1685040971943,BUENOS AIRES,1099.00000,MItc-32,Asociacion,Prof.Efectiva somera,Suscep eros hidrica,-,55.00000,50.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Afloramiento rocoso,Molisoles,Hapludoles,Hapludoles petrocalcico,2864.00000,0.001674,0.181229
-62.0721445455243,-38.175696192582,BUENOS AIRES,1167.00000,MKtc-8,Asociacion,Prof.Efectiva somera,-,-,37.00000,60.00000,Planicie,Molisoles,Argiustoles,Argiustoles tipico,Franca,Franco arcillosa,Bien drenado,110.00000,No sodico,0.00000,-,-,-,-,40.00000,Loma,Molisoles,Haplustoles,Haplustoles litico,0.00000,,,,,2869.00000,0.001482,0.225019
-61.6270721667429,-38.2807951238101,BUENOS AIRES,1092.00000,MItc-26,Asociacion,Prof.Efectiva somera,Drenaje deficiente,-,56.00000,50.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Planicie,Molisoles,Argiudoles,Argiudoles acuico,20.00000,Plano bajo,Molisoles,Natracuoles,Natracuoles tipico,2873.00000,0.029567,1.315495
-62.0051518354815,-38.2479243699131,BUENOS AIRES,1100.00000,MItc-33,Asociacion,Prof.Efectiva somera,Pedregosidad,-,65.00000,50.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Planicie,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Loma,Molisoles,Hapludoles,Hapludoles petrocalcico,2876.00000,0.008355,0.972100
-62.0161110933127,-38.2302557651025,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2883.00000,0.000730,0.173790
-61.6247424805081,-38.24137194007,BUENOS AIRES,1099.00000,MItc-32,Asociacion,Prof.Efectiva somera,Suscep eros hidrica,-,55.00000,50.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Afloramiento rocoso,Molisoles,Hapludoles,Hapludoles petrocalcico,2884.00000,0.001848,0.244353
-62.3859618067055,-38.3063211435593,BUENOS AIRES,1097.00000,MItc-30,Asociacion,Prof.Efectiva somera,-,-,65.00000,50.00000,Lomas con tosca subsup,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Planicie,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Plano bajo,Molisoles,Natracuoles,Natracuoles tipico,2898.00000,0.022034,1.273480
-61.9660497014609,-38.2612300443367,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2902.00000,0.000350,0.082208
-61.6605233532178,-38.5681273099278,BUENOS AIRES,1192.00000,MNtc-19,Asociacion,Prof.Efectiva somera,Erosion hidrica actu,-,45.00000,50.00000,Valle,Molisoles,Haplustoles,Haplustoles tipico,Franco arcillosa,Franco arcillosa,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Pendiente,Molisoles,Haplustoles,Haplustoles entico,20.00000,Loma,Molisoles,Haplustoles,Haplustoles litico,2903.00000,0.045448,3.783110
-61.9337008177925,-38.5668616627504,BUENOS AIRES,1081.00000,MItc-13,Asociacion,Prof.Efectiva somera,Erosion hidrica actu,-,24.00000,60.00000,Borde de valle,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,40.00000,Valle,Entisoles,Udipsamentes,Udipsamentes tipico,0.00000,,,,,2904.00000,0.014490,1.749350
-61.9032076697545,-38.3377092645488,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2916.00000,0.001484,0.180826
-62.3977992599367,-38.4402629657346,BUENOS AIRES,1167.00000,MKtc-8,Asociacion,Prof.Efectiva somera,-,-,37.00000,60.00000,Planicie,Molisoles,Argiustoles,Argiustoles tipico,Franca,Franco arcillosa,Bien drenado,110.00000,No sodico,0.00000,-,-,-,-,40.00000,Loma,Molisoles,Haplustoles,Haplustoles litico,0.00000,,,,,2918.00000,0.013687,1.066910
-61.6679525038769,-38.3692619566556,BUENOS AIRES,1099.00000,MItc-32,Asociacion,Prof.Efectiva somera,Suscep eros hidrica,-,55.00000,50.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Afloramiento rocoso,Molisoles,Hapludoles,Hapludoles petrocalcico,2927.00000,0.002995,0.409409
-62.0907806409465,-38.3918001911839,BUENOS AIRES,1191.00000,MNtc-17,Asociacion,Prof.Efectiva somera,-,-,33.00000,50.00000,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franco arcillosa,Franco arcillosa,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Argiustoles,Argiustoles tipico,20.00000,Planicie,Molisoles,Haplustoles,Haplustoles tipico,2928.00000,0.002915,0.344676
-61.6080851396635,-38.4739702657099,BUENOS AIRES,1191.00000,MNtc-17,Asociacion,Prof.Efectiva somera,-,-,33.00000,50.00000,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franco arcillosa,Franco arcillosa,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Argiustoles,Argiustoles tipico,20.00000,Planicie,Molisoles,Haplustoles,Haplustoles tipico,2939.00000,0.026316,1.167929
-61.4654800098142,-38.4065208713474,BUENOS AIRES,1099.00000,MItc-32,Asociacion,Prof.Efectiva somera,Suscep eros hidrica,-,55.00000,50.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Afloramiento rocoso,Molisoles,Hapludoles,Hapludoles petrocalcico,2940.00000,0.001290,0.154887
-61.4898483027005,-38.4185190131494,BUENOS AIRES,1099.00000,MItc-32,Asociacion,Prof.Efectiva somera,Suscep eros hidrica,-,55.00000,50.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Afloramiento rocoso,Molisoles,Hapludoles,Hapludoles petrocalcico,2941.00000,0.000631,0.162753
-61.8283802896805,-38.5849174282743,BUENOS AIRES,1191.00000,MNtc-17,Asociacion,Prof.Efectiva somera,-,-,33.00000,50.00000,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franco arcillosa,Franco arcillosa,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Argiustoles,Argiustoles tipico,20.00000,Planicie,Molisoles,Haplustoles,Haplustoles tipico,2946.00000,0.021433,0.921572
-61.697415068441,-38.4542795333867,BUENOS AIRES,1154.00000,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.00000,60.00000,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,40.00000,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.00000,,,,,2953.00000,0.000502,0.118692
-62.3021038916062,-38.6180585733774,BUENOS AIRES,1191.00000,MNtc-17,Asociacion,Prof.Efectiva somera,-,-,33.00000,50.00000,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franco arcillosa,Franco arcillosa,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Argiustoles,Argiustoles tipico,20.00000,Planicie,Molisoles,Haplustoles,Haplustoles tipico,2958.00000,0.023110,2.191227
-61.6012039938531,-38.6136621458698,BUENOS AIRES,1167.00000,MKtc-8,Asociacion,Prof.Efectiva somera,-,-,37.00000,60.00000,Planicie,Molisoles,Argiustoles,Argiustoles tipico,Franca,Franco arcillosa,Bien drenado,110.00000,No sodico,0.00000,-,-,-,-,40.00000,Loma,Molisoles,Haplustoles,Haplustoles litico,0.00000,,,,,2962.00000,0.035403,1.468081
-62.1826529332783,-38.5122530535175,BUENOS AIRES,1191.00000,MNtc-17,Asociacion,Prof.Efectiva somera,-,-,33.00000,50.00000,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franco arcillosa,Franco arcillosa,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Argiustoles,Argiustoles tipico,20.00000,Planicie,Molisoles,Haplustoles,Haplustoles tipico,2973.00000,0.001041,0.187346
-62.1434391086227,-38.6213017821945,BUENOS AIRES,1191.00000,MNtc-17,Asociacion,Prof.Efectiva somera,-,-,33.00000,50.00000,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franco arcillosa,Franco arcillosa,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Argiustoles,Argiustoles tipico,20.00000,Planicie,Molisoles,Haplustoles,Haplustoles tipico,2981.00000,0.004107,0.517381
-62.0916615079271,-38.5999901717839,BUENOS AIRES,1191.00000,MNtc-17,Asociacion,Prof.Efectiva somera,-,-,33.00000,50.00000,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franco arcillosa,Franco arcillosa,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Argiustoles,Argiustoles tipico,20.00000,Planicie,Molisoles,Haplustoles,Haplustoles tipico,2993.00000,0.001066,0.198156
-61.5121352807427,-38.7778712968249,BUENOS AIRES,1164.00000,MKtc-10,Asociacion,Prof.Efectiva somera,Drenaje deficiente,-,61.00000,50.00000,Pendiente,Molisoles,Argiustoles,Argiustoles tipico,Franca,Franco arcillosa,Bien drenado,110.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Argiustoles,Argiustoles tipico,20.00000,Plano bajo,Alfisoles,Natrustalfes,Natrustalfes tipico,2997.00000,0.079268,2.352386
-62.40587653382,-38.680704523677,BUENOS AIRES,1034.00000,DKah-1,Asociacion,Salin en 1ros 50cm,Alcalin menos 50cm,Drenaje deficiente,26.00000,60.00000,Llanura,Aridisoles,Salortides,Salortides acuolico,Franco arenosa,Arcillo arenosa,Muy pobre,80.00000,Muy fuerte,0.00000,-,-,-,-,40.00000,Llanura,Molisoles,Natrustoles,Natrustoles tipico,0.00000,,,,,3014.00000,0.004415,0.553069
-62.0433154971424,-38.6700793110042,BUENOS AIRES,50015.00000,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3018.00000,0.000253,0.067134
-61.9655486673053,-38.6750866136374,BUENOS AIRES,50015.00000,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3021.00000,0.000529,0.088666
-61.9192748899598,-38.7730231235947,BUENOS AIRES,1164.00000,MKtc-10,Asociacion,Prof.Efectiva somera,Drenaje deficiente,-,61.00000,50.00000,Pendiente,Molisoles,Argiustoles,Argiustoles tipico,Franca,Franco arcillosa,Bien drenado,110.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Argiustoles,Argiustoles tipico,20.00000,Plano bajo,Alfisoles,Natrustalfes,Natrustalfes tipico,3024.00000,0.050315,1.852729
-62.2511165985375,-38.7272943405326,BUENOS AIRES,50002.00000,M,Miscelaneas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Miscelanea,Miscelaneas,Miscelaneas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3027.00000,0.008101,0.395476
