X,Y,PROVINCIA,NEW_NCART,SIMBC,TIPO_UC,LIMIT_PPAL,LIMIT_SECU,LIMIT_TERC,IND_PROD,PORC_SUE1,POSI_SUE1,ORDEN_SUE1,GGRUP_SUE1,SGRUP_SUE1,TEXT_SUPS1,TEXT_BS1,DRENAJE_S1,PROFUND_S1,ALCALIN_S1,PORC_PENS1,ERHIDR_S1,EREOLI_S1,ROCOS_S1,ANEGAB_S1,PORC_SUE2,POSI_SUE2,ORDEN_SUE2,GGRUP_SUE2,SGRUP_SUE2,PORC_SUE3,POSI_SUE3,ORDEN_SUE3,GGRUP_SUE3,SGRUP_SUE3,OGC_FID,AREA,PERIMETER
-62.3469337259923,-38.9066568123681,BUENOS AIRES,1038.00000,EKac-1,Consociacion,Drenaje deficiente,Salin en 1ros 50cm,-,19.00000,100.00000,Llanura marina anegable,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3034.00000,0.055691,4.729394
-61.5897854199185,-38.7740382476414,BUENOS AIRES,50015.00000,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3039.00000,0.001339,0.226314
-62.1866591499688,-38.7822026543219,BUENOS AIRES,1034.00000,DKah-1,Asociacion,Salin en 1ros 50cm,Alcalin menos 50cm,Drenaje deficiente,26.00000,60.00000,Llanura,Aridisoles,Salortides,Salortides acuolico,Franco arenosa,Arcillo arenosa,Muy pobre,80.00000,Muy fuerte,0.00000,-,-,-,-,40.00000,Llanura,Molisoles,Natrustoles,Natrustoles tipico,0.00000,,,,,3045.00000,0.007296,0.626585
-61.7460920429942,-38.8815871593376,BUENOS AIRES,1184.00000,MNen-41,Asociacion,Suscep eros eolica,Baja retenc humedad,-,37.00000,50.00000,Loma,Molisoles,Haplustoles,Haplustoles entico,Franco arenosa,Franco arenosa,Excesivo,100.00000,No sodico,0.00000,-,Ligera,-,-,30.00000,Planicie,Molisoles,Haplustoles,Haplustoles tipico,20.00000,Cordon medanoso,Entisoles,Ustipsamentes,Ustipsamentes tipico,3056.00000,0.024721,1.294260
-62.0380449993068,-38.8464037715077,BUENOS AIRES,1034.00000,DKah-1,Asociacion,Salin en 1ros 50cm,Alcalin menos 50cm,Drenaje deficiente,26.00000,60.00000,Llanura,Aridisoles,Salortides,Salortides acuolico,Franco arenosa,Arcillo arenosa,Muy pobre,80.00000,Muy fuerte,0.00000,-,-,-,-,40.00000,Llanura,Molisoles,Natrustoles,Natrustoles tipico,0.00000,,,,,3057.00000,0.003378,0.505228
-62.166128047667,-38.8479976293536,BUENOS AIRES,1038.00000,EKac-1,Consociacion,Drenaje deficiente,Salin en 1ros 50cm,-,19.00000,100.00000,Llanura marina anegable,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3060.00000,0.003084,0.333295
-62.0883892784023,-38.8877933117898,BUENOS AIRES,50002.00000,M,Miscelaneas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Miscelanea,Miscelaneas,Miscelaneas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3064.00000,0.001493,0.314691
-62.0421978435011,-38.8631355412603,BUENOS AIRES,1176.00000,MNen-24,Asociacion,Erosion eolica actua,Baja retenc humedad,-,23.00000,60.00000,Planicie,Molisoles,Haplustoles,Haplustoles entico,Franco arenosa,Franco arenosa,Excesivo,100.00000,No sodico,0.00000,-,Ligera,-,-,40.00000,Planicie arenosa,Entisoles,Ustipsamentes,Ustipsamentes tipico,0.00000,,,,,3066.00000,0.002551,0.342725
-62.2433979936406,-38.8540453685213,BUENOS AIRES,1038.00000,EKac-1,Consociacion,Drenaje deficiente,Salin en 1ros 50cm,-,19.00000,100.00000,Llanura marina anegable,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3067.00000,0.000517,0.101530
-61.8329298700053,-38.8981975159539,BUENOS AIRES,1034.00000,DKah-1,Asociacion,Salin en 1ros 50cm,Alcalin menos 50cm,Drenaje deficiente,26.00000,60.00000,Llanura,Aridisoles,Salortides,Salortides acuolico,Franco arenosa,Arcillo arenosa,Muy pobre,80.00000,Muy fuerte,0.00000,-,-,-,-,40.00000,Llanura,Molisoles,Natrustoles,Natrustoles tipico,0.00000,,,,,3068.00000,0.004589,0.452704
-62.2211384062896,-38.8609236497378,BUENOS AIRES,1038.00000,EKac-1,Consociacion,Drenaje deficiente,Salin en 1ros 50cm,-,19.00000,100.00000,Llanura marina anegable,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3070.00000,0.000140,0.045237
-62.1681223131265,-38.8782831864172,BUENOS AIRES,1038.00000,EKac-1,Consociacion,Drenaje deficiente,Salin en 1ros 50cm,-,19.00000,100.00000,Llanura marina anegable,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3073.00000,0.001136,0.178216
-62.3017961103311,-38.8905826813632,BUENOS AIRES,1039.00000,EKac-2,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Loma,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,40.00000,Depresion cerrada,Alfisoles,Natrustalfes,Natrustalfes tipico,0.00000,,,,,3078.00000,0.000280,0.068919
-62.2388822121949,-38.8970536572737,BUENOS AIRES,1039.00000,EKac-2,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Loma,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,40.00000,Depresion cerrada,Alfisoles,Natrustalfes,Natrustalfes tipico,0.00000,,,,,3079.00000,0.000156,0.057526
-61.9704594612801,-38.9273240020831,BUENOS AIRES,1176.00000,MNen-24,Asociacion,Erosion eolica actua,Baja retenc humedad,-,23.00000,60.00000,Planicie,Molisoles,Haplustoles,Haplustoles entico,Franco arenosa,Franco arenosa,Excesivo,100.00000,No sodico,0.00000,-,Ligera,-,-,40.00000,Planicie arenosa,Entisoles,Ustipsamentes,Ustipsamentes tipico,0.00000,,,,,3080.00000,0.004645,0.544722
-62.2539012653304,-38.9020445005305,BUENOS AIRES,1039.00000,EKac-2,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Loma,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,40.00000,Depresion cerrada,Alfisoles,Natrustalfes,Natrustalfes tipico,0.00000,,,,,3081.00000,0.000032,0.021253
-62.0879335859765,-38.9136114141789,BUENOS AIRES,1038.00000,EKac-1,Consociacion,Drenaje deficiente,Salin en 1ros 50cm,-,19.00000,100.00000,Llanura marina anegable,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3082.00000,0.000350,0.075894
-62.3033372249163,-38.9088487808263,BUENOS AIRES,1039.00000,EKac-2,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Loma,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,40.00000,Depresion cerrada,Alfisoles,Natrustalfes,Natrustalfes tipico,0.00000,,,,,3083.00000,0.000115,0.048546
-62.2801908507245,-38.9177710929013,BUENOS AIRES,1039.00000,EKac-2,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Loma,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,40.00000,Depresion cerrada,Alfisoles,Natrustalfes,Natrustalfes tipico,0.00000,,,,,3084.00000,0.000122,0.048135
-62.3114207367625,-38.9174911549584,BUENOS AIRES,1039.00000,EKac-2,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Loma,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,40.00000,Depresion cerrada,Alfisoles,Natrustalfes,Natrustalfes tipico,0.00000,,,,,3085.00000,0.000060,0.029621
-62.2366607120804,-38.9186409368527,BUENOS AIRES,1039.00000,EKac-2,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Loma,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,40.00000,Depresion cerrada,Alfisoles,Natrustalfes,Natrustalfes tipico,0.00000,,,,,3086.00000,0.000062,0.031843
-62.2530869171188,-38.9241298407825,BUENOS AIRES,1039.00000,EKac-2,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Loma,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,40.00000,Depresion cerrada,Alfisoles,Natrustalfes,Natrustalfes tipico,0.00000,,,,,3087.00000,0.000057,0.027886
-62.2209206249545,-38.9330832527199,BUENOS AIRES,1039.00000,EKac-2,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Loma,Entisoles,Ustifluventes,Ustifluventes acuico,Franca,Franco limosa,Muy pobre,110.00000,Ligera,0.00000,-,-,-,-,40.00000,Depresion cerrada,Alfisoles,Natrustalfes,Natrustalfes tipico,0.00000,,,,,3088.00000,0.000211,0.060386
-61.4565415763983,-36.8518229766644,BUENOS AIRES,1105.00000,MItc-38,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.00000,50.00000,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Hapludoles,Hapludoles tapto natrico,20.00000,V�a de escurrimiento,Molisoles,Natracuoles,Natracuoles tipico,3352.00000,0.029569,2.102451
-61.797835740078,-36.8073857817059,BUENOS AIRES,1017.00000,CoEP,Complejo indifer,Suscep inund o anega,Salin en 1ros 50cm,Alcalin menos 50cm,5.00000,100.00000,Plano bajo,Complejo indiferenci,Complejo indiferenciado,No Clasificado xx,No determinada,No determinada,-,0.00000,Mod.a fuerte,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3356.00000,0.014496,1.524398
-61.6211973177258,-36.7858787913371,BUENOS AIRES,1054.00000,MAtc-4,Complejo,Drenaje deficiente,Prof.Efectiva somera,-,42.00000,50.00000,Cubetas,Molisoles,Argialboles,Argialboles tipico,Franca,Franco arcillosa,Imperfecto,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Microloma,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Planicie,Molisoles,Natracuoles,Natracuoles tipico,3360.00000,0.013847,0.727808
-61.5653829646988,-36.9891608632351,BUENOS AIRES,1065.00000,MGtc-18,Complejo,Alcalin menos 50cm,Prof.Efectiva somera,-,26.00000,50.00000,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,Franco limosa,Arcillosa,Imperfecto,50.00000,Debil,0.00000,-,-,-,-,30.00000,Plano inundable,Alfisoles,Natracualfes,Natracualfes tipico,20.00000,Loma,Molisoles,Hapludoles,Hapludoles tapto argico,3367.00000,0.076315,2.410250
-61.5391179885611,-36.7707275042114,BUENOS AIRES,50015.00000,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3375.00000,0.000982,0.183782
-61.8014731386072,-36.7948700138183,BUENOS AIRES,1162.00000,MJtc-8,Asociacion,Prof.Efectiva somera,-,-,35.00000,50.00000,Loma,Molisoles,Hapludoles,Hapludoles tipico,Franca,Franca,Bien drenado,100.00000,No sodico,0.00000,-,Moderada,-,-,30.00000,Microloma,Molisoles,Hapludoles,Hapludoles entico,20.00000,Llanura,Molisoles,Argiudoles,Argiudoles tipico,3378.00000,0.001238,0.194941
-62.453294898831,-36.8395248359575,BUENOS AIRES,1017.00000,CoEP,Complejo indifer,Suscep inund o anega,Salin en 1ros 50cm,Alcalin menos 50cm,5.00000,100.00000,Plano bajo,Complejo indiferenci,Complejo indiferenciado,No Clasificado xx,No determinada,No determinada,-,0.00000,Mod.a fuerte,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3381.00000,0.012543,1.853172
-61.7468096501984,-36.8324455085499,BUENOS AIRES,1105.00000,MItc-38,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.00000,50.00000,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Hapludoles,Hapludoles tapto natrico,20.00000,V�a de escurrimiento,Molisoles,Natracuoles,Natracuoles tipico,3382.00000,0.004285,0.295518
-62.3120420442851,-36.9256197256278,BUENOS AIRES,50015.00000,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3383.00000,0.038720,2.333124
-61.8504263566089,-36.8001526613819,BUENOS AIRES,1162.00000,MJtc-8,Asociacion,Prof.Efectiva somera,-,-,35.00000,50.00000,Loma,Molisoles,Hapludoles,Hapludoles tipico,Franca,Franca,Bien drenado,100.00000,No sodico,0.00000,-,Moderada,-,-,30.00000,Microloma,Molisoles,Hapludoles,Hapludoles entico,20.00000,Llanura,Molisoles,Argiudoles,Argiudoles tipico,3386.00000,0.000400,0.091344
-61.921952392577,-36.8405982961865,BUENOS AIRES,1162.00000,MJtc-8,Asociacion,Prof.Efectiva somera,-,-,35.00000,50.00000,Loma,Molisoles,Hapludoles,Hapludoles tipico,Franca,Franca,Bien drenado,100.00000,No sodico,0.00000,-,Moderada,-,-,30.00000,Microloma,Molisoles,Hapludoles,Hapludoles entico,20.00000,Llanura,Molisoles,Argiudoles,Argiudoles tipico,3390.00000,0.006052,0.792901
-62.2435462384575,-36.8427508308854,BUENOS AIRES,1182.00000,MNen-39,Asociacion,Baja retenc humedad,Drenaje deficiente,-,49.00000,50.00000,Loma,Molisoles,Haplustoles,Haplustoles entico,Franco arenosa,Franco arenosa,Excesivo,100.00000,No sodico,0.00000,-,Ligera,-,-,30.00000,Loma,Molisoles,Argiustoles,Argiustoles tipico,20.00000,Bajo,Molisoles,Argiudoles,Argiudoles acuico,3393.00000,0.003544,0.288731
-62.296745656446,-36.8605145443546,BUENOS AIRES,50015.00000,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3397.00000,0.000549,0.132467
-62.2730575889201,-37.139962888353,BUENOS AIRES,1162.00000,MJtc-8,Asociacion,Prof.Efectiva somera,-,-,35.00000,50.00000,Loma,Molisoles,Hapludoles,Hapludoles tipico,Franca,Franca,Bien drenado,100.00000,No sodico,0.00000,-,Moderada,-,-,30.00000,Microloma,Molisoles,Hapludoles,Hapludoles entico,20.00000,Llanura,Molisoles,Argiudoles,Argiudoles tipico,3401.00000,0.097505,4.014935
-61.9295854146056,-36.8922104104216,BUENOS AIRES,1017.00000,CoEP,Complejo indifer,Suscep inund o anega,Salin en 1ros 50cm,Alcalin menos 50cm,5.00000,100.00000,Plano bajo,Complejo indiferenci,Complejo indiferenciado,No Clasificado xx,No determinada,No determinada,-,0.00000,Mod.a fuerte,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3403.00000,0.004932,0.503108
-61.7395567368312,-36.9875162374994,BUENOS AIRES,1090.00000,MItc-24,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.00000,50.00000,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.00000,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,3408.00000,0.020375,0.941221
-62.1814748487228,-37.005479599829,BUENOS AIRES,1002.00000,AEtc-11,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Planicie anegable,Alfisoles,Natracualfes,Natracualfes tipico,Franco limosa,Franco arcillosa,Pobre,50.00000,Muy fuerte,0.00000,-,-,-,-,40.00000,Plano deprimido,Molisoles,Argialboles,Argialboles argiacuico,0.00000,,,,,3411.00000,0.016251,1.998211
-62.1561223878161,-36.9072052044258,BUENOS AIRES,1147.00000,MJen-21,Asociacion,Prof.Efectiva somera,Baja retenc humedad,-,40.00000,50.00000,Pendiente,Molisoles,Hapludoles,Hapludoles entico,Franco arenosa,Franco arenosa,Bien drenado,100.00000,No sodico,1.00000,-,Moderada,-,-,30.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Planicie,Molisoles,Hapludoles,Hapludoles tipico,3412.00000,0.001034,0.141191
-61.8998589848602,-36.9433617862059,BUENOS AIRES,1002.00000,AEtc-11,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Planicie anegable,Alfisoles,Natracualfes,Natracualfes tipico,Franco limosa,Franco arcillosa,Pobre,50.00000,Muy fuerte,0.00000,-,-,-,-,40.00000,Plano deprimido,Molisoles,Argialboles,Argialboles argiacuico,0.00000,,,,,3415.00000,0.012462,0.729467
-62.2309438172064,-36.9334464661285,BUENOS AIRES,1147.00000,MJen-21,Asociacion,Prof.Efectiva somera,Baja retenc humedad,-,40.00000,50.00000,Pendiente,Molisoles,Hapludoles,Hapludoles entico,Franco arenosa,Franco arenosa,Bien drenado,100.00000,No sodico,1.00000,-,Moderada,-,-,30.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Planicie,Molisoles,Hapludoles,Hapludoles tipico,3423.00000,0.004214,0.389676
-62.3999134290031,-37.0673448996049,BUENOS AIRES,1147.00000,MJen-21,Asociacion,Prof.Efectiva somera,Baja retenc humedad,-,40.00000,50.00000,Pendiente,Molisoles,Hapludoles,Hapludoles entico,Franco arenosa,Franco arenosa,Bien drenado,100.00000,No sodico,1.00000,-,Moderada,-,-,30.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Planicie,Molisoles,Hapludoles,Hapludoles tipico,3429.00000,0.039343,1.983347
-62.2050033962417,-36.9952408492443,BUENOS AIRES,1147.00000,MJen-21,Asociacion,Prof.Efectiva somera,Baja retenc humedad,-,40.00000,50.00000,Pendiente,Molisoles,Hapludoles,Hapludoles entico,Franco arenosa,Franco arenosa,Bien drenado,100.00000,No sodico,1.00000,-,Moderada,-,-,30.00000,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.00000,Planicie,Molisoles,Hapludoles,Hapludoles tipico,3430.00000,0.006521,0.491185
-61.8565593111998,-37.190840285461,BUENOS AIRES,1104.00000,MItc-37,Complejo,Sin limitaciones,-,-,65.00000,50.00000,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Loma,Molisoles,Hapludoles,Hapludoles tapto argico,20.00000,Loma,Molisoles,Hapludoles,Hapludoles tipico,3437.00000,0.134840,5.314925
-61.9135612718188,-37.0133892459537,BUENOS AIRES,1090.00000,MItc-24,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.00000,50.00000,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.00000,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,3447.00000,0.000836,0.168358
-61.8057929290631,-37.0390034808924,BUENOS AIRES,1091.00000,MItc-25,Asociacion,Drenaje deficiente,Alcalin menos 50cm,-,47.00000,50.00000,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.00000,V�a de escurrimiento,Molisoles,Natracuoles,Natracuoles tipico,3452.00000,0.002259,0.237157
-62.32411347873,-37.0365306281343,BUENOS AIRES,50015.00000,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3458.00000,0.000191,0.056398
-62.3059973908552,-37.0613856324804,BUENOS AIRES,50015.00000,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.00000,100.00000,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.00000,-,0.00000,-,-,-,-,0.00000,,,,,0.00000,,,,,3465.00000,0.000476,0.087911
-61.8131690020683,-37.1059523914304,BUENOS AIRES,1090.00000,MItc-24,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.00000,50.00000,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.00000,No sodico,0.00000,-,-,-,-,30.00000,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.00000,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,3466.00000,0.001078,0.168629
-62.3537946609056,-37.1505550689267,BUENOS AIRES,1002.00000,AEtc-11,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.00000,60.00000,Planicie anegable,Alfisoles,Natracualfes,Natracualfes tipico,Franco limosa,Franco arcillosa,Pobre,50.00000,Muy fuerte,0.00000,-,-,-,-,40.00000,Plano deprimido,Molisoles,Argialboles,Argialboles argiacuico,0.00000,,,,,3470.00000,0.006877,0.673071
